Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
2958,Elk Grove Village,44 Foods LLC,210703284.0,6.0,3426457.07,3101704.85,324752.22,1231080.0,906327.78,324752.22,110415.98,94178.33,16237.65
2959,Elk Grove Village,All Ways Catering & Deli LLC,190704165.0,6.0,14412453.47,13252240.14,1160213.33,4811963.0,3651744.67,1160218.33,394474.24,336463.31,58010.93
2960,Elk Grove Village,"Anast Food Service, Inc.",170703296.0,6.0,9055572.79,8292325.66,763247.13,3060791.0,2297524.37,763266.63,258660.1,220496.68,38163.42
2961,Elk Grove Village,"Barbello's, Inc.",120709584.0,5.0,3148618.8,2909948.24,238670.56,898341.0,659659.44,238681.56,80822.42,68888.34,11934.08
2962,Elk Grove Village,Blackhawk Restaurant Group LLC Series BCElkGrove,130703334.0,6.0,40568194.21,37515871.68,3052322.53,12192926.0,9140543.47,3052382.53,1032987.29,880368.09,152619.2
2963,Elk Grove Village,Blackhawk Restaurant Group LLC Series CSElkGrove,130703335.0,6.0,41700142.53,38281332.75,3418809.78,13244901.0,9826044.11,3418856.89,1156766.34,985823.44,170942.9
2964,Elk Grove Village,Blackhawk Restaurant Group LLC Series EGAElkGrove,130703230.0,6.0,36379368.03,33397634.7,2981733.33,10968443.0,7986690.67,2981752.33,1009579.63,860491.94,149087.69
2965,Elk Grove Village,Blackhawk Restaurant Group LLC Series MPElkGrove,130703229.0,6.0,46341242.53,42522703.8,3818538.73,13267965.0,9449269.81,3818695.19,1292409.56,1101474.8,190934.76
2966,Elk Grove Village,"BLACKJACK'S ENTERPRISE LLC, OLIVIA'S PLACE - ELK GROVE VILLAGE",170701429.0,6.0,2441580.37,2249556.29,192024.08,803027.0,611003.12,192023.88,63367.83,53766.65,9601.18
2967,Elk Grove Village,C.G.C.G. Inc.,180703438.0,6.0,9857541.61,9040325.12,817216.49,3342637.0,2524873.81,817763.19,277656.71,236768.53,40888.18
2968,Elk Grove Village,"Castro & Associated, Inc.",200701641.0,5.0,6742519.57,6147439.84,595079.73,2276080.0,1680973.27,595106.73,202337.11,172581.7,29755.41
2969,Elk Grove Village,COACH'S CORNER INC.,160700195.0,6.0,19243855.12,17657800.03,1586055.09,6611341.0,5025265.91,1586075.09,537040.14,457736.33,79303.81
2970,Elk Grove Village,DARUWALA INC.,150702441.0,6.0,33674291.07,30807196.7,2867094.37,9072228.0,6204935.04,2867292.96,970320.42,826955.63,143364.79
2971,Elk Grove Village,"Donato Restaurant Group, Inc",170701858.0,6.0,1704195.77,1555309.57,148886.2,567449.0,418410.01,149038.99,49682.14,42230.19,7451.95
2972,Elk Grove Village,"EHM, Inc.",120712140.0,5.0,2095228.63,1889622.94,205605.69,751094.0,545488.33,205605.67,68689.1,58408.75,10280.35
2973,Elk Grove Village,"ELK GROVE LOUNGE, INC.",120708746.0,5.0,7552134.09,6893503.03,658631.06,2466047.0,1807415.94,658631.06,222246.98,189315.34,32931.64
2974,Elk Grove Village,Elk Grove Park District,120705587.0,6.0,4174592.94,3764037.4,410555.54,1359964.0,949408.46,410555.54,139134.53,118606.68,20527.85
2975,Elk Grove Village,"Elk Grove Village Veterans Club, Inc.",120713100.0,5.0,3403259.27,3110551.02,292708.25,1251702.0,958993.65,292708.35,99015.26,84379.81,14635.45
2976,Elk Grove Village,"F & P Hospitality, LLC",120710603.0,5.0,5537904.14,5047857.96,490046.18,1868312.0,1378265.82,490046.18,165171.29,140668.9,24502.39
2977,Elk Grove Village,"Illinois Café & Service Company, LLC",140700005.0,6.0,27706555.41,25368081.07,2338474.34,7963007.0,5624532.64,2338474.36,791314.9,674391.1,116923.8
2978,Elk Grove Village,"JAS HOSPITALITY, INC",180700983.0,6.0,24876458.36,22678776.18,2197682.18,8037028.0,5839345.82,2197682.18,744602.2,634718.06,109884.14
2979,Elk Grove Village,"JTK VIOLET'S CAFE, LLC",200701483.0,6.0,21401258.03,19501968.42,1899289.61,7248042.0,5348752.39,1899289.61,645758.92,550794.4,94964.52
2980,Elk Grove Village,"Love's Travel Stops & Country Stores, Inc",211002459.0,8.0,7113236.6,6462477.52,650759.08,2590750.0,1939800.4,650949.6,221323.25,188775.71,32547.54
2981,Elk Grove Village,RED TOMATOES INCORPORATED,200700120.0,5.0,493758.12,445845.11,47913.01,178826.0,130912.99,47913.01,16290.53,13894.87,2395.66
2982,Elk Grove Village,"Roccovino II, Inc.",140702002.0,6.0,9732847.75,8924350.29,808497.46,3368157.0,2559659.54,808497.46,274141.31,233716.44,40424.87
2983,Elk Grove Village,Sweis Entertainment Group Inc.,150702615.0,6.0,33273362.29,30422807.54,2850554.75,10869263.0,8018499.72,2850763.28,965544.78,823006.59,142538.19
2984,Elk Grove Village,The Gaming Cafe #2 Inc.,170700472.0,6.0,25822325.11,23764041.86,2058283.25,8214939.0,6156600.75,2058338.25,696690.33,593773.41,102916.92
2985,Elk Grove Village,X - Adelphia L.L.C.,150704188.0,4.0,479326.32,433355.28,45971.04,167384.0,121413.11,45970.89,15170.46,12871.9,2298.56
2986,Elk Grove Village,ZUB LLC,180700964.0,6.0,30349266.19,27991650.19,2357616.0,9250957.0,6893315.32,2357641.68,798662.47,680780.32,117882.15
2987,Elkhart,"GINA'S TALK OF THE TOWN, INC.",160702635.0,5.0,6978360.04,6421908.09,556451.95,2293038.0,1736581.8,556456.2,188376.71,160554.08,27822.63
2988,Elkville,Four Stooges LLC,220702683.0,6.0,2688045.35,2464367.53,223677.82,810941.0,587263.18,223677.82,76050.47,64866.6,11183.87
2989,Elmwood,Bean's Family Market LLC,210701342.0,3.0,398935.74,370766.69,28169.05,157666.0,129496.57,28169.43,9577.58,8169.13,1408.45
2990,Elmwood,JJDM Incorporated,120702286.0,6.0,10711774.87,9785243.97,926530.9,3604929.0,2678398.1,926530.9,313913.25,267586.67,46326.58
2991,Elmwood,"Maness Enterprises, Inc.",160700954.0,3.0,3256746.67,2990938.34,265808.33,1098620.0,832811.67,265808.33,89971.07,76680.66,13290.41
2992,Elmwood,"MJJD, Inc.",210703755.0,6.0,3273713.73,2976786.95,296926.78,1107195.0,810268.22,296926.78,100955.29,86108.91,14846.38
2993,Elmwood,Woppers Inc.,120703334.0,5.0,4476065.99,4124103.31,351962.68,1644709.0,1292745.73,351963.27,118907.9,101309.66,17598.24
2994,Elmwood Park,7300 Diversey Corp.,120712092.0,6.0,11949433.37,10835011.02,1114422.35,4062392.0,2947968.29,1114423.71,377056.67,321335.47,55721.2
2995,Elmwood Park,"ALAMEX, INC.",190701373.0,6.0,9315083.91,8453795.8,861288.11,3475331.0,2614042.89,861288.11,292141.32,249076.85,43064.47
2996,Elmwood Park,Anna's Cafe LLC-Elmwood Park,210701885.0,6.0,8234443.72,7575097.07,659346.65,2872786.0,2213439.3,659346.7,224178.25,191210.87,32967.38
2997,Elmwood Park,BB Motorsports LLC,160701009.0,6.0,14045390.86,12828446.92,1216943.94,4834701.0,3617747.48,1216953.52,411810.58,350962.92,60847.66
2998,Elmwood Park,Bellas of Elmwood Park LTD.,190701762.0,6.0,10903077.96,9902554.62,1000523.34,3445107.0,2444583.66,1000523.34,339788.67,289762.42,50026.25
2999,Elmwood Park,Blackhawk Restaurant Group LLC Series ECElmwoodPark,130706172.0,6.0,43774809.86,40112859.46,3661950.4,15548489.0,11886538.6,3661950.4,1240065.78,1056968.22,183097.56
3000,Elmwood Park,"Burger Boss, LLC",170703650.0,4.0,433688.39,392966.51,40721.88,176928.0,136205.92,40722.08,13782.17,11746.06,2036.11
3001,Elmwood Park,Coffee Something Inc.,170704126.0,6.0,19033776.38,17384920.46,1648855.92,5950366.0,4301510.0,1648856.0,557754.76,475311.93,82442.83
3002,Elmwood Park,"D. Agostino Cannoli E Sapori Italiani, LLC",170700973.0,5.0,4422650.13,4080853.35,341796.78,1614569.0,1272758.42,341810.58,115033.44,97942.89,17090.55
3003,Elmwood Park,DAG SPORTS INC.,200701985.0,6.0,2223106.57,2009176.99,213929.58,762477.0,548547.42,213929.58,72736.33,62039.79,10696.54
3004,Elmwood Park,"DECLAN'S BAR AND GRILL, INC.",130706038.0,4.0,557005.08,511911.46,45093.62,111659.0,66565.38,45093.62,14880.8,12626.14,2254.66
3005,Elmwood Park,"Donato Restaurant Group, Inc",170704004.0,6.0,1270389.57,1164478.9,105910.67,422832.0,316921.43,105910.57,35053.51,29757.96,5295.55
3006,Elmwood Park,"EPB TAVERN, INC.",140701786.0,6.0,21691020.66,19653125.43,2037895.23,6834373.0,4796443.49,2037929.51,689981.11,588084.64,101896.47
3007,Elmwood Park,FICTION LLC,200702928.0,6.0,3090882.78,2807113.09,283769.69,1114329.0,830556.31,283772.69,96483.1,82294.42,14188.68
3008,Elmwood Park,"G&J Investments, Inc.",130705918.0,5.0,12346468.81,11063105.69,1283363.12,4045355.0,2761991.82,1283363.18,433712.29,369544.13,64168.16
3009,Elmwood Park,GT Amusements LLC,200701266.0,6.0,6761698.45,6116335.06,645363.39,2461536.0,1816172.61,645363.39,219424.06,187155.85,32268.21
3010,Elmwood Park,"Illinois Café & Service Company, LLC",140700594.0,6.0,39769576.22,36342395.75,3427180.47,13660279.0,10233098.53,3427180.47,1160690.87,989331.83,171359.04
3011,Elmwood Park,Julie's Elmwood Park LLC,210703302.0,6.0,6066065.67,5491541.43,574524.24,2174104.0,1599579.76,574524.24,195338.45,166612.23,28726.22
3012,Elmwood Park,"LROMO ENTERPRISES, INC.",200700402.0,6.0,1670039.58,1533989.8,136049.78,578358.0,442308.22,136049.78,46257.49,39454.96,6802.53
3013,Elmwood Park,"Luck Cafe, INC.",160701034.0,6.0,24383599.81,22193584.93,2190014.88,8617976.0,6427961.12,2190014.88,740525.14,631024.34,109500.8
3014,Elmwood Park,"Lucy's Place, LLC",150702415.0,6.0,26109766.08,23879817.37,2229948.71,7852528.0,5622559.29,2229968.71,754058.5,642560.0,111498.5
3015,Elmwood Park,NITU EXPRESS INC.,170702065.0,6.0,35666536.63,32431541.35,3234995.28,12447629.0,9212631.74,3234997.26,1095004.13,933254.22,161749.91
3016,Elmwood Park,"NMI ENTERPRISES, LLC",160701825.0,6.0,23591231.27,21561722.07,2029509.2,7845238.0,5815700.78,2029537.22,686772.57,585295.63,101476.94
3017,Elmwood Park,PB FOOD MART INC.,200701194.0,6.0,24782204.41,22451619.02,2330585.39,8838385.0,6507776.41,2330608.59,792407.72,675877.19,116530.53
3018,Elmwood Park,"Phil's Sports Bar, Inc.",130705954.0,6.0,26090065.01,23623712.34,2466352.67,9116346.0,6649969.21,2466376.79,835878.61,712559.7,123318.91
3019,Elmwood Park,"RM HOSPITALITY II, LLC",200701073.0,6.0,18278228.24,16805610.49,1472617.75,6997593.0,5524975.25,1472617.75,500690.23,427059.31,73630.92
3020,Elmwood Park,RM HOSPITALITY LLC,180704372.0,6.0,35725214.26,32731878.0,2993336.26,13013331.0,10019980.44,2993350.56,1014647.24,864979.66,149667.58
3021,Elmwood Park,"RUSSELL'S BARBECUE, INC.",140702607.0,6.0,31339811.87,29024980.94,2314830.93,10458296.0,8143435.07,2314860.93,784187.15,668444.07,115743.08
3022,Elmwood Park,"Stella's - Elmwood Park, LLC",160703610.0,6.0,42596049.37,38503118.52,4092930.85,14807649.0,10714575.8,4093073.2,1386484.05,1181830.29,204653.76
3023,Elmwood Park,Tandem Entertainment LLC,150700060.0,6.0,20402470.52,18870682.84,1531787.68,6890181.0,5358393.32,1531787.68,518071.95,441482.52,76589.43
3024,Elmwood Park,"The Dugout Bar, LLC",130705913.0,6.0,13238055.32,12016843.13,1221212.19,4101858.0,2880645.56,1221212.44,413955.27,352894.55,61060.72
3025,Elmwood Park,TZONEV FOODS INC.,130705059.0,6.0,10003333.87,9156376.31,846957.56,3275867.0,2428909.46,846957.54,286424.91,244076.9,42348.01
3026,Elmwood Park,"UNION RESTAURANT GROUP, LLC",190703842.0,5.0,3358894.85,3032356.52,326538.33,1198116.0,871577.67,326538.33,111023.33,94696.39,16326.94
3027,Elwood,KAMI4 Corp.,170702903.0,6.0,11287833.74,10314649.29,973184.45,3753621.0,2780434.25,973186.75,329921.62,281262.2,48659.42
3028,Emden,"Stag-R-Inn, LLC",120712020.0,4.0,2336674.78,2135917.4,200757.38,759868.0,559110.5,200757.5,67904.16,57866.27,10037.89
3029,Emden,"The Bull Dog Inn, Inc.",120712539.0,6.0,11966623.23,11043951.82,922671.41,3623236.0,2700583.81,922652.19,312351.42,266218.75,46132.67
3030,Energy,"Ale Gaming, LLC",190702830.0,6.0,29763639.42,27572370.62,2191268.8,8827341.0,6635850.29,2191490.71,744461.11,634886.49,109574.62
3031,Enfield,"Billy Bob & Nina's Restaurant, LLC",180703602.0,5.0,4751042.91,4408373.6,342669.31,1302022.0,959352.72,342669.28,116026.6,98893.09,17133.51
3032,Enfield,Enfield One Stop LLC,180702664.0,4.0,4432654.12,4114484.7,318169.42,1042178.0,724008.48,318169.52,107597.75,91689.2,15908.55
3033,Erie,"Bushy's Bar and Grill, Inc.",170703139.0,6.0,9091972.95,8243325.57,848647.38,3136136.0,2287445.62,848690.38,287518.9,245084.26,42434.64
3034,Erie,"Legends Bar and Grill, Inc",150703222.0,6.0,7683758.27,7060285.9,623472.37,2785870.0,2162397.63,623472.37,210599.73,179426.07,31173.66
3035,Essex,"1885 FARE FARM TO TABLE OF ILLINOIS, INC.",220703445.0,5.0,2336.75,1775.62,561.13,842.0,280.87,561.13,190.79,162.74,28.05
3036,Essex,Edward P. Foley,130705027.0,6.0,7261379.56,6672088.29,589291.27,2134510.0,1545218.73,589291.27,199990.68,170526.07,29464.61
3037,Essex,FOLEY ENTERPRISES INC.,200700573.0,6.0,1524628.19,1376895.91,147732.28,547460.0,399727.72,147732.28,50229.61,42842.91,7386.7
3038,Essex,High Point Golf Club LLC,120712757.0,2.0,65609.68,60263.06,5346.62,26720.0,21373.68,5346.32,1764.26,1496.96,267.3
3039,Essex,"Korner Keg & Kitchen, Inc.",120700498.0,6.0,10561287.22,9739140.58,822146.64,3301763.0,2479578.15,822184.85,278538.59,237429.25,41109.34
3040,Eureka,"BNN Enterprises, LLC D/B/A Smoke Rings, Etc.",150702323.0,5.0,854097.01,793102.9,60994.11,250268.0,189273.97,60994.03,20128.05,17078.33,3049.72
3041,Evansville,"BILLY BOB'S JUKE JOINT, LLC",210703695.0,6.0,1699989.65,1558967.02,141022.63,554320.0,413297.22,141022.78,47948.04,40896.84,7051.2
3042,Evansville,Evansville Post Number 1172 of the American Legion,120908097.0,6.0,4680837.81,4325844.7,354993.11,1385459.0,1030465.89,354993.11,120088.27,102338.53,17749.74
3043,Evansville,Michael J Stefani,120709422.0,5.0,2054413.46,1879863.98,174549.48,642754.0,468204.52,174549.48,58684.55,49957.08,8727.47
3044,Evansville,Susan Levery,120708024.0,3.0,6298089.74,5813600.92,484488.82,2016723.0,1532233.83,484489.17,164105.57,139881.06,24224.51
3045,Evergreen Park,9858 ARTESIAN CORP.,200702785.0,6.0,14541415.6,13298354.37,1243061.23,4296299.0,3053126.71,1243172.29,422679.09,360520.4,62158.69
3046,Evergreen Park,"BARRACO'S PIZZA, INC.",200702516.0,6.0,12327424.48,11310020.95,1017403.53,4068284.0,3050880.47,1017403.53,345917.46,295047.24,50870.22
3047,Evergreen Park,DURBINS OF EVERGREEN INC.,200703002.0,6.0,9252388.23,8448518.48,803869.75,3003506.0,2199636.25,803869.75,273315.93,233122.45,40193.48
3048,Evergreen Park,"Evergreen Park Post No. 854, The American Legion",120910861.0,6.0,25039302.85,22809077.73,2230225.12,8089357.0,5859131.88,2230225.12,754216.42,642705.13,111511.29
3049,Evergreen Park,PORTER CULLEN’S INC.,200702805.0,6.0,3332535.58,3035967.67,296567.91,1123137.0,826569.09,296567.91,100833.7,86005.22,14828.48
3050,Evergreen Park,ROSANGELA'S PIZZA & RESTAURANT INC.,210701115.0,6.0,3924231.12,3594622.09,329609.03,1563445.0,1233835.97,329609.03,112067.27,95586.75,16480.52
3051,Evergreen Park,S&J HOSPITALITY LLC,200702601.0,3.0,57453.3,47698.67,9754.63,22614.0,12859.22,9754.78,3316.65,2828.94,487.71
3052,Evergreen Park,"SSC ON 95TH ST., INC.",200702588.0,6.0,7931754.11,7308489.85,623264.26,2882786.0,2259520.64,623265.36,211910.67,180747.36,31163.31
3053,Evergreen Park,Voska Ventures LLC,210701840.0,6.0,7450091.25,6743959.59,706131.66,2798108.0,2091976.34,706131.66,240084.98,204778.38,35306.6
3054,Fairbury,"Brent's Burgers & Beer, Inc.",180703625.0,5.0,326046.68,301534.11,24512.57,116150.0,91637.23,24512.77,8199.31,6973.66,1225.65
3055,Fairbury,Casey's Retail Company,190702497.0,3.0,2099815.69,1934416.02,165399.67,661561.0,496161.33,165399.67,56236.21,47966.18,8270.03
3056,Fairbury,Don and Doris LLC,180702926.0,5.0,3950502.6,3658463.15,292039.45,1160420.0,868380.18,292039.82,98968.36,84366.28,14602.08
3057,Fairbury,"DOS FUENTES MEXICAN RESTAURANT, INC.",210700760.0,5.0,877046.68,793158.96,83887.72,312065.0,228177.28,83887.72,28521.94,24327.55,4194.39
3058,Fairbury,"Gig's Place Bar & Grill, Inc.",120707004.0,4.0,1925267.61,1793696.46,131571.15,591834.0,460262.48,131571.52,44468.11,37889.54,6578.57
3059,Fairbury,Mac's Convenience Stores LLC,150700684.0,5.0,17315633.8,15783924.38,1531709.42,5174558.0,3642849.32,1531708.68,518942.14,442356.75,76585.39
3060,Fairbury,R.L. NIMS V.F.W. POST 9789,130900405.0,4.0,3051174.04,2815959.49,235214.55,890727.0,655472.45,235254.55,79723.91,67961.18,11762.73
3061,Fairbury,SHREEJI VARIETY INC.,170702136.0,5.0,12107205.78,11121964.83,985240.95,3847177.0,2861936.05,985240.95,333807.28,284545.18,49262.1
3062,Fairfield,"Ahuja & Sons, Inc.",210701170.0,6.0,2284167.66,2093629.2,190538.46,665370.0,474831.54,190538.46,64783.23,55256.29,9526.94
3063,Fairfield,ANTHONY WAYNE POST NO 176 OF THE AMERICAN LEGION,120911118.0,6.0,6860173.83,6343619.89,516553.94,1500622.0,984068.06,516553.94,174462.39,148634.58,25827.81
3064,Fairfield,Big Money Slots LLC,210702080.0,6.0,4896393.93,4392484.32,503909.61,1610554.0,1106644.39,503909.61,171329.63,146134.1,25195.53
3065,Fairfield,Fairfield Elks Club,140802753.0,5.0,5260905.96,4871688.19,389217.77,1478747.0,1089528.73,389218.27,131728.28,112267.26,19461.02
3066,Fairfield,Jorge Jose Munoz,160700127.0,5.0,1276136.45,1185931.98,90204.47,353249.0,263044.74,90204.26,29767.25,25257.05,4510.2
3067,Fairfield,"Knapp Oil Co., Inc.",190701388.0,4.0,743840.75,684080.93,59759.82,216271.0,156511.18,59759.82,19927.96,16939.97,2987.99
3068,Fairfield,"Maharaj Swami 308, Corp.",200702545.0,4.0,4486916.57,4159045.04,327871.53,1205937.0,878065.47,327871.53,111476.76,95083.11,16393.65
3069,Fairfield,"Martin & Bayley, Inc.",190700146.0,6.0,21782830.76,19973185.65,1809645.11,6418582.0,4608936.89,1809645.11,613751.31,523268.96,90482.35
3070,Fairfield,Wayne County Memorial Post 4535 VFW of the US Inc,120907731.0,5.0,10151978.85,9384320.0,767658.85,2868532.0,2100872.95,767659.05,259255.24,220872.29,38382.95
3071,Fairfield,"Wortman-Meyer Properties, LLC",181004351.0,6.0,54349363.54,49871273.2,4478090.34,15220725.0,10742618.69,4478106.31,1517837.12,1293931.75,223905.37
3072,Fairmont City,"""TIENDA RANCHITO"" INCORPORATED",130706357.0,6.0,9384494.69,8548173.98,836320.71,3182353.0,2345866.35,836486.65,283272.23,241447.79,41824.44
3073,Fairmont City,Buzz's Firehouse Bar and Grill Inc.,200700139.0,6.0,8134864.13,7428682.93,706181.2,2431924.0,1725722.75,706201.25,240109.2,204799.02,35310.18
3074,Fairmont City,DASH ENT CORPORATION,180702115.0,6.0,12728199.52,11669001.49,1059198.03,4077503.0,3018285.84,1059217.16,358451.89,305490.97,52960.92
3075,Fairmont City,G & A ENTERTAINMENT INC.,170702464.0,6.0,8130399.17,7481611.6,648787.57,2786167.0,2137330.31,648836.69,219594.84,187152.89,32441.95
3076,Fairmont City,Har Govind Corporation,210701305.0,4.0,249788.84,224964.19,24824.65,63971.0,39146.35,24824.65,8440.49,7199.25,1241.24
3077,Fairmont City,HIKS LLC,130703566.0,6.0,26453502.49,24127483.85,2326018.64,9184345.0,6858285.49,2326059.51,788622.8,672319.68,116303.12
3078,Fairmont City,"Koke's Tavern, Inc.",120704005.0,5.0,4833217.91,4436725.38,396492.53,1603530.0,1207036.41,396493.59,134290.62,114465.91,19824.71
3079,Fairmont City,Santa Gloria Inc. ,180700085.0,5.0,3666905.45,3338048.33,328857.12,1344456.0,1015598.32,328857.68,111352.84,94909.9,16442.94
3080,Fairmont City,Shri Satya Sai Baba Incorporated,150703135.0,6.0,27770348.67,25392378.88,2377969.79,9218510.0,6840522.86,2377987.14,805500.69,686601.3,118899.39
3081,Fairmont City,SLO-JO'S BAR & GRILL LLC,120703523.0,5.0,354200.94,327843.6,26357.34,94696.0,68338.66,26357.34,8697.88,7380.02,1317.86
3082,Fairmont City,"VARIEDADES EL RANCHITO, LLC",150701825.0,6.0,3348590.58,3058513.1,290077.48,1001618.0,711528.52,290089.48,98116.54,83612.03,14504.51
3083,Fairmont City,"Variedades El Ranchito, LLC",220701611.0,6.0,4338500.38,3915703.92,422796.46,1485138.0,1062340.54,422797.46,143751.57,122611.64,21139.93
3084,Fairview,"J.C. Fairview Development, LLC",180700852.0,6.0,9082011.84,8354836.95,727174.89,3055237.0,2327993.1,727243.9,246787.33,210425.02,36362.31
3085,Fairview Heights,"B.C.L. Zapata, Inc.",160700126.0,6.0,14928103.45,13725289.71,1202813.74,4327918.0,3125104.21,1202813.79,408046.79,347906.07,60140.72
3086,Fairview Heights,"D Enterprise, Inc.",190700135.0,4.0,1511066.9,1360225.73,150841.17,539683.0,388841.83,150841.17,50973.73,43431.66,7542.07
3087,Fairview Heights,"Fairview Heights, Il Lodge No. 664, Benevolent and Protective Order of Elks",120808029.0,5.0,2681371.77,2465419.56,215952.21,741446.0,525493.64,215952.36,73145.19,62347.55,10797.64
3088,Fairview Heights,"Fairview Inn, Inc.",120702000.0,6.0,17751754.21,16286436.3,1465317.91,5134896.0,3669533.34,1465362.66,496628.98,423360.81,73268.17
3089,Fairview Heights,FKG Oil Company,200702550.0,6.0,10396021.65,9566545.94,829475.71,3153254.0,2323778.29,829475.71,282021.82,240548.05,41473.77
3090,Fairview Heights,"Fork Restaurant Group Fairview Heights, LLC",160700646.0,6.0,23249671.12,21292808.18,1956862.94,7388424.0,5431560.06,1956863.94,662599.47,564756.2,97843.27
3091,Fairview Heights,"ICS Restaurant Group, LLC",190703752.0,6.0,789401.33,737940.07,51461.26,245370.0,193908.74,51461.26,17497.06,14923.96,2573.1
3092,Fairview Heights,JD's Firewater Incorporated,120708468.0,6.0,16432891.88,15025235.22,1407656.66,5506713.0,4099026.24,1407686.76,477628.28,407243.94,70384.34
3093,Fairview Heights,"Lucky Jack's Fairview Heights, LLC",190700846.0,6.0,18815125.49,17390449.46,1424676.03,6204097.0,4779420.57,1424676.43,482683.7,411449.82,71233.88
